campaign_id,date,client,secteur,service,canal,impressions,clics,ctr_pct,conversions,budget_mad,revenu_mad,cpc_mad,cpa_mad,roas,score_seo,position_google,engagement_pct,statut_campagne
MKT-02259,2026-02-04,Client_024,Restaurant,SEO,Emailing,629632.0,33604.0,5.34,2060.0,28735.73,7611794.94,0.86,13.95,264.89,64.8,17.5,2.7,Pause
MKT-02260,2026-04-13,Client_035,Tourisme,Landing page,SEO,96657.0,1170.0,1.21,88.0,30055.14,331891.75,25.69,341.54,11.04,92.8,26.3,9.34,Optimisation
MKT-02261,2026-02-25,Client_054,Immobilier,SEO,Meta Ads,595791.0,47134.0,7.91,1139.0,6042.4,3056332.64,0.13,5.31,505.81,80.7,5.3,9.81,Pause
MKT-02262,2026-01-02,Client_022,Tourisme,SEO,Google Ads,628418.0,51572.0,8.21,3811.0,29623.26,7024569.36,0.57,7.77,237.13,45.3,1.8,2.87,Pause
MKT-02263,2026-03-18,Client_054,Retail,Publicité,TikTok Ads,286189.0,19949.0,6.97,3157.0,23324.94,10916093.34,1.17,7.39,468.0,87.4,10.9,1.54,Pause
MKT-02264,2026-04-20,Client_065,Santé,Content,TikTok Ads,265983.0,3795.0,1.43,435.0,44429.16,1652732.1,11.71,102.14,37.2,93.8,25.4,1.55,Terminée
MKT-02265,2026-02-14,Client_016,Retail,Content,LinkedIn Ads,456711.0,36740.0,8.04,3324.0,38872.05,5865371.48,1.06,11.69,150.89,67.1,19.7,5.21,Optimisation
MKT-02266,2026-05-27,Client_054,Retail,App mobile,LinkedIn Ads,210254.0,11723.0,5.58,745.0,30983.38,1180145.27,2.64,41.59,38.09,47.4,17.4,6.45,Terminée
MKT-02267,2026-06-03,Client_053,Finance,Content,SEO,49071.0,2932.0,5.98,35.0,,65474.04,13.11,1098.32,1.7,60.3,16.4,8.09,Pause
MKT-02268,2026-04-22,Client_082,Santé,SEO,LinkedIn Ads,449932.0,10531.0,2.34,1445.0,33711.7,3755739.91,3.2,23.33,111.41,75.3,19.4,8.02,Optimisation
MKT-02269,2026-02-13,Client_008,Tourisme,App mobile,TikTok Ads,506331.0,32438.0,6.41,375.0,32481.47,732490.74,1.0,86.62,22.55,43.9,14.5,1.31,Active
MKT-02270,2026-04-18,Client_021,Tourisme,Content,Emailing,742304.0,22689.0,3.06,1454.0,37279.52,1984190.81,1.64,25.64,53.22,83.5,9.7,10.26,Terminée
MKT-02271,2026-01-04,Client_033,Tourisme,Content,Meta Ads,755396.0,14472.0,1.92,777.0,41273.72,1646322.48,2.85,53.12,39.89,54.3,6.8,11.0,Optimisation
MKT-02272,2026-02-01,Client_057,Retail,Landing page,Google Ads,242153.0,19951.0,8.24,2773.0,9801.71,5351080.51,0.49,3.53,545.93,86.9,9.5,2.24,Pause
MKT-02273,2026-04-29,Client_058,Tourisme,Branding,LinkedIn Ads,767525.0,42012.0,5.47,1986.0,22685.22,6828086.75,0.54,11.42,300.99,87.7,18.4,8.71,Active
MKT-02274,2026-04-02,Client_060,Finance,Content,Influence,225288.0,6119.0,2.72,743.0,32387.25,1402446.09,5.29,43.59,43.3,35.7,22.2,9.49,Optimisation
MKT-02275,2026-03-02,Client_072,Immobilier,Landing page,Meta Ads,694165.0,5724.0,0.82,480.0,23162.98,908603.72,4.05,48.26,39.23,55.9,24.8,3.68,Terminée
MKT-02276,2026-03-25,Client_066,Finance,App mobile,Emailing,581806.0,32800.0,5.64,483.0,6661.25,390799.19,0.2,13.79,58.67,39.7,14.8,7.6,Pause
MKT-02277,2026-05-29,Client_053,Santé,SEO,Influence,583757.0,18525.0,3.17,2960.0,16432.18,11306028.96,0.89,5.55,688.04,85.7,9.6,2.6,Active
MKT-02278,2026-01-28,Client_045,Finance,Branding,SEO,823458.0,7394.0,0.9,374.0,5253.05,1120541.48,0.71,14.05,213.31,90.8,13.6,8.02,Active
MKT-02279,2026-04-29,Client_073,Immobilier,Publicité,Google Ads,252501.0,1843.0,0.73,180.0,41665.29,749319.83,22.61,231.47,17.98,93.9,17.6,6.83,Terminée
MKT-02280,2026-01-01,Client_028,Restaurant,SEO,SEO,86424.0,1111.0,1.29,135.0,33216.67,515258.43,29.9,246.05,15.51,48.6,7.4,2.92,Optimisation
MKT-02281,2026-04-15,Client_032,Santé,Landing page,Google Ads,680998.0,38774.0,5.69,2110.0,39907.13,1118178.76,1.03,18.91,28.02,91.7,6.8,7.36,Active
MKT-02282,2026-04-24,Client_080,Tourisme,Content,Meta Ads,778479.0,65414.0,8.4,6673.0,26522.51,15539001.12,0.41,3.97,585.88,68.6,24.7,1.07,Optimisation
MKT-02283,2026-03-09,Client_089,Restaurant,SEO,Meta Ads,67534.0,924.0,1.37,63.0,16377.18,73753.99,17.72,259.96,4.5,54.2,15.9,2.08,Active
MKT-02284,2026-05-17,Client_068,Finance,Landing page,Emailing,589248.0,20654.0,3.51,1016.0,16366.11,1737544.28,0.79,16.11,106.17,53.7,1.5,8.93,Optimisation
MKT-02285,2026-01-25,Client_062,Education,SEO,Meta Ads,103730.0,3298.0,3.18,464.0,16265.7,1190926.44,4.93,35.06,73.22,73.2,1.5,6.04,Active
MKT-02286,2026-04-23,Client_024,Tourisme,SEO,LinkedIn Ads,604448.0,16921.0,2.8,180.0,23923.06,212473.57,1.41,132.91,8.88,92.3,21.8,6.6,Active
MKT-02287,2026-02-17,Client_067,Restaurant,SEO,SEO,304848.0,11904.0,3.91,1230.0,23340.42,4903587.78,1.96,18.98,210.09,83.6,6.6,8.18,Optimisation
MKT-02288,2026-04-06,Client_069,Restaurant,SEO,LinkedIn Ads,7393.0,329.0,4.46,15.0,19460.69,9528.64,59.15,1297.38,0.49,50.2,13.9,4.42,Optimisation
MKT-02289,2026-03-09,Client_028,Immobilier,Branding,Emailing,288798.0,13543.0,4.69,1995.0,7686.37,1519705.47,0.57,3.85,197.71,82.2,17.0,7.7,Active
MKT-02290,2026-05-23,Client_048,Retail,Landing page,Emailing,868218.0,65072.0,7.49,,30696.11,354549.43,0.47,28.29,11.55,80.4,4.0,10.35,Active
MKT-02291,2026-02-20,Client_069,Education,Landing page,SEO,627666.0,16663.0,2.65,2302.0,19870.65,7029889.76,1.19,8.63,353.78,82.4,29.1,5.7,Active
MKT-02292,2026-04-22,Client_034,Immobilier,App mobile,TikTok Ads,833189.0,27973.0,3.36,1397.0,25712.49,5241327.45,0.92,18.41,203.84,70.6,1.9,1.57,Terminée
MKT-02293,2026-05-07,Client_010,Finance,Content,Emailing,40226.0,2371.0,5.89,228.0,12123.92,441911.91,5.11,53.18,36.45,48.5,11.5,10.86,Active
MKT-02294,2026-05-10,Client_020,Retail,App mobile,LinkedIn Ads,76447.0,1998.0,2.61,226.0,14689.9,343432.54,7.35,65.0,23.38,67.3,6.6,0.94,Active
MKT-02295,2026-02-21,Client_085,Santé,Content,Google Ads,152776.0,3904.0,2.56,482.0,36865.26,1057203.38,9.44,76.48,28.68,88.8,3.9,6.93,Optimisation
MKT-02296,2026-03-19,Client_074,Retail,Content,Influence,210254.0,6251.0,2.97,293.0,38944.92,331139.08,6.23,132.92,8.5,49.1,14.6,4.89,Terminée
MKT-02297,2026-06-19,Client_041,Retail,Publicité,SEO,597469.0,26431.0,4.42,1335.0,6131.76,3990258.94,0.23,4.59,650.75,78.9,15.1,1.76,Optimisation
MKT-02298,2026-01-06,Client_011,Retail,Publicité,SEO,308409.0,22244.0,7.21,2627.0,10344.6,7055226.44,0.47,3.94,682.02,38.9,25.5,11.66,Active
MKT-02299,2026-06-12,Client_005,Retail,Landing page,Emailing,141448.0,5946.0,4.2,61.0,39833.15,36642.53,6.7,653.0,0.92,35.5,18.7,7.12,Active
MKT-02300,2026-04-08,Client_021,Finance,App mobile,LinkedIn Ads,221693.0,3401.0,1.53,463.0,30603.07,1049322.36,9.0,66.1,34.29,46.7,14.6,2.81,Optimisation
MKT-02301,2026-06-14,Client_013,Education,SEO,Influence,63515.0,1172.0,1.85,144.0,10841.35,586812.64,9.25,75.29,54.13,71.2,22.3,11.1,Terminée
MKT-02302,2026-03-15,Client_048,Santé,Branding,Google Ads,647985.0,50538.0,7.8,6606.0,38036.54,19550268.36,0.75,5.76,513.99,35.3,10.6,2.47,Terminée
MKT-02303,2026-03-20,Client_074,Santé,Publicité,TikTok Ads,328479.0,16960.0,5.16,2179.0,32471.12,9087639.5,1.91,14.9,279.87,96.3,22.4,1.88,Active
MKT-02304,2026-03-25,Client_034,Tourisme,Branding,SEO,833650.0,57762.0,6.93,3595.0,21640.8,10718961.48,0.37,6.02,495.31,74.9,10.1,10.48,Pause
MKT-02305,2026-02-25,Client_042,Tourisme,Publicité,Google Ads,666441.0,9151.0,1.37,1178.0,33201.89,1912642.47,3.63,28.18,57.61,69.6,13.8,8.25,Optimisation
MKT-02306,2026-04-09,Client_061,Santé,Content,TikTok Ads,880666.0,12001.0,1.36,1745.0,21297.33,2685716.32,1.77,12.2,126.11,80.1,11.6,1.95,Optimisation
MKT-02307,2026-04-04,Client_012,Education,Publicité,Google Ads,255554.0,12526.0,4.9,836.0,42478.46,3491483.26,3.39,50.81,82.19,89.6,28.0,7.61,Pause
MKT-02308,2026-01-02,Client_080,Restaurant,Content,Influence,247416.0,6899.0,2.79,376.0,26263.75,1073536.04,3.81,69.85,40.88,82.2,26.1,2.05,Active
MKT-02309,2026-03-11,Client_021,Tourisme,SEO,TikTok Ads,713966.0,5188.0,0.73,573.0,12195.76,1263827.1,2.35,21.28,103.63,76.9,10.6,1.55,Active
MKT-02310,2026-04-30,Client_052,Restaurant,App mobile,Meta Ads,169230.0,9601.0,5.67,385.0,22137.42,596755.41,2.31,57.5,26.96,76.4,25.8,11.26,Active
MKT-02311,2026-05-04,Client_045,Immobilier,Branding,SEO,896548.0,36815.0,4.11,4049.0,42216.18,14873935.29,1.15,10.43,352.33,78.6,6.0,5.27,Terminée
MKT-02312,2026-04-10,Client_057,Restaurant,SEO,Meta Ads,207343.0,2537.0,1.22,235.0,18757.26,854537.13,7.39,79.82,45.56,37.1,1.5,6.66,Optimisation
MKT-02313,2026-05-28,Client_085,Restaurant,App mobile,SEO,530221.0,43663.0,8.23,2550.0,25740.66,5172577.67,0.59,10.09,200.95,82.9,16.6,7.86,Terminée
MKT-02314,2026-05-30,Client_083,Tourisme,SEO,LinkedIn Ads,789962.0,9968.0,1.26,632.0,1247.39,1454352.98,0.13,1.97,1165.92,48.3,1.4,2.67,Active
MKT-02315,2026-06-23,Client_016,Retail,Landing page,SEO,426168.0,27221.0,6.39,3645.0,14418.78,2929883.39,0.53,3.96,203.2,79.2,17.1,7.25,Terminée
MKT-02316,2026-03-26,Client_017,Education,App mobile,Emailing,618919.0,24380.0,3.94,3162.0,20912.14,7411884.8,0.86,6.61,354.43,68.7,12.7,1.35,Optimisation
MKT-02317,2026-06-21,Client_011,Tourisme,Publicité,SEO,640343.0,40917.0,6.39,4899.0,432.36,11595002.96,0.01,0.09,26817.95,73.2,7.3,9.04,Optimisation
MKT-02318,2026-04-25,Client_022,Education,Landing page,Influence,679891.0,18592.0,2.73,1904.0,31837.56,4259320.43,1.71,16.72,133.78,51.0,26.1,9.8,Terminée
MKT-02319,2026-03-02,Client_022,Tourisme,SEO,SEO,352659.0,9388.0,2.66,1384.0,18992.25,474712.78,2.02,13.72,25.0,96.5,20.1,5.73,Optimisation
MKT-02320,2026-05-20,Client_029,Immobilier,Publicité,SEO,697432.0,5858.0,0.84,747.0,22759.33,1804727.87,3.89,30.47,79.3,83.7,8.1,7.92,Terminée
MKT-02321,2026-05-07,Client_059,Immobilier,Content,LinkedIn Ads,620115.0,20412.0,3.29,400.0,30435.75,322128.9,1.49,76.09,10.58,62.0,19.8,10.41,Active
MKT-02322,2026-05-18,Client_054,Immobilier,SEO,SEO,453402.0,18024.0,3.98,2203.0,11472.64,3620036.79,0.64,5.21,315.54,36.4,27.1,9.37,Active
MKT-02323,2026-02-09,Client_010,Santé,Landing page,Influence,509118.0,14844.0,2.92,1366.0,34620.83,1428450.33,2.33,25.34,41.26,84.2,6.5,7.27,Active
MKT-02324,2026-01-01,Client_010,Tourisme,Publicité,SEO,647997.0,52045.0,8.03,6110.0,16446.59,13675413.13,0.32,2.69,831.5,58.5,22.6,7.63,Pause
MKT-02325,2026-03-02,Client_067,Santé,Publicité,Meta Ads,68268.0,443.0,0.65,52.0,24221.49,104879.45,54.68,465.8,4.33,70.0,1.6,10.83,Optimisation
MKT-02326,2026-01-21,Client_029,Tourisme,Publicité,Emailing,212071.0,4096.0,1.93,275.0,25081.64,141720.79,6.12,91.21,5.65,50.5,8.7,2.07,Pause
MKT-02327,2026-06-18,Client_003,Tourisme,SEO,TikTok Ads,335283.0,7308.0,2.18,1004.0,7323.57,581457.57,1.0,7.29,79.4,53.0,13.1,4.09,Pause
MKT-02328,2026-04-01,Client_026,Santé,Landing page,Emailing,,30353.0,6.79,3148.0,15360.88,1962788.8,0.51,4.88,127.78,63.1,29.4,11.02,Optimisation
MKT-02329,2026-01-14,Client_073,Restaurant,Branding,Google Ads,112231.0,1522.0,1.36,226.0,36689.21,151486.94,24.11,162.34,4.13,56.6,16.3,11.4,Terminée
MKT-02330,2026-05-25,Client_023,Santé,Content,SEO,126940.0,1827.0,1.44,132.0,1873.43,147976.75,1.03,14.19,78.99,53.2,22.7,2.26,Pause
MKT-02331,2026-05-10,Client_053,Education,App mobile,Meta Ads,848997.0,41266.0,4.86,5696.0,14696.82,10250208.47,0.36,2.58,697.44,56.1,15.7,11.72,Terminée
MKT-02332,2026-02-19,Client_043,Retail,Publicité,SEO,178705.0,8628.0,4.83,454.0,33608.08,143829.41,3.9,74.03,4.28,96.0,25.0,3.98,Pause
MKT-02333,2026-02-22,Client_082,Restaurant,Branding,TikTok Ads,398522.0,32347.0,8.12,395.0,39425.25,1400738.18,1.22,99.81,35.53,73.9,26.0,11.59,Terminée
MKT-02334,2026-05-08,Client_041,Retail,SEO,TikTok Ads,,23288.0,5.02,1332.0,24576.34,2194776.28,1.06,18.45,89.3,75.1,21.8,9.3,Terminée
MKT-02335,2026-01-01,Client_043,Santé,Branding,Meta Ads,154340.0,3363.0,2.18,472.0,15210.85,1847886.88,4.52,32.23,121.48,38.8,9.0,1.79,Terminée
MKT-02336,2026-05-15,Client_039,Education,Publicité,TikTok Ads,372968.0,18038.0,4.84,2692.0,10030.81,1207274.77,0.56,3.73,120.36,74.8,10.4,11.38,Pause
MKT-02337,2026-04-21,Client_008,Immobilier,SEO,SEO,373201.0,3346.0,0.9,304.0,1739.38,106619.32,0.52,5.72,61.3,95.6,8.3,3.6,Pause
MKT-02338,2026-06-17,Client_024,Santé,Branding,SEO,882083.0,42977.0,4.87,5522.0,11171.65,7035328.14,0.26,2.02,629.75,92.2,26.9,5.23,Active
MKT-02339,2026-02-04,Client_028,Tourisme,SEO,Meta Ads,124759.0,3074.0,2.46,344.0,3652.1,700080.33,,10.62,191.69,94.9,29.5,0.74,Optimisation
MKT-02340,2026-03-11,Client_066,Retail,SEO,Meta Ads,557302.0,5202.0,0.93,718.0,36750.98,1988200.05,7.06,51.19,54.1,83.8,20.0,8.03,Terminée
MKT-02341,2026-04-05,Client_012,Education,Landing page,Influence,628339.0,52953.0,8.43,1899.0,21828.44,1526409.0,0.41,11.49,69.93,62.5,1.6,8.03,Optimisation
MKT-02342,2026-04-18,Client_030,Tourisme,SEO,Meta Ads,807311.0,29662.0,3.67,2907.0,7071.27,5292879.92,0.24,2.43,748.51,45.0,10.2,3.86,Terminée
MKT-02343,2026-02-14,Client_044,Finance,SEO,Emailing,76853.0,5630.0,7.33,311.0,13618.57,1275353.44,2.42,43.79,93.65,85.7,6.8,4.56,Optimisation
MKT-02344,2026-01-07,Client_006,Tourisme,Publicité,Meta Ads,730216.0,34077.0,4.67,3848.0,33211.56,3218295.99,0.97,8.63,96.9,70.7,3.3,5.32,Optimisation
MKT-02345,2026-06-17,Client_014,Education,SEO,SEO,568329.0,45583.0,8.02,718.0,28529.36,249297.92,0.63,39.73,8.74,88.0,19.8,3.15,Terminée
MKT-02346,2026-03-18,Client_046,Restaurant,Landing page,Emailing,61693.0,3912.0,6.34,565.0,3562.12,421488.38,0.91,6.3,118.33,78.1,14.8,2.34,Optimisation
MKT-02347,2026-01-25,Client_028,Education,App mobile,SEO,347952.0,20279.0,5.83,2770.0,39144.19,6550337.23,1.93,14.13,167.34,77.4,22.6,9.34,Optimisation
MKT-02348,2026-04-18,Client_028,Education,Landing page,Meta Ads,266048.0,19371.0,7.28,1520.0,32152.12,669276.35,1.66,21.15,20.82,43.0,28.0,4.92,Pause
MKT-02349,2026-06-25,Client_042,Immobilier,Landing page,TikTok Ads,38342.0,2940.0,7.67,270.0,40111.42,959758.37,13.64,148.56,23.93,92.0,5.9,0.63,Pause
MKT-02350,2026-06-08,Client_021,Education,Publicité,Influence,179353.0,816.0,0.46,43.0,33907.78,138851.77,41.55,788.55,4.09,44.3,16.5,10.1,Optimisation
MKT-02351,2026-05-27,Client_030,Immobilier,Publicité,Influence,40699.0,2724.0,6.69,289.0,17683.31,311448.37,6.49,61.19,17.61,60.2,24.5,9.79,Pause
MKT-02352,2026-04-01,Client_076,Education,SEO,Google Ads,532919.0,33393.0,6.27,1013.0,25487.85,426946.54,0.76,25.16,16.75,60.2,13.2,5.72,Optimisation
MKT-02353,2026-05-29,Client_046,Retail,Content,Emailing,746333.0,62646.0,8.39,6656.0,6665.86,18770214.45,0.11,1.0,2815.87,80.5,22.8,8.51,Terminée
MKT-02354,2026-01-14,Client_037,Tourisme,Content,Google Ads,557743.0,19195.0,3.44,783.0,36266.76,2554581.99,1.89,46.32,70.44,37.1,17.0,6.59,Pause
MKT-02355,2026-02-13,Client_011,Finance,Landing page,SEO,630232.0,27260.0,4.33,2407.0,27059.62,913289.73,0.99,11.24,33.75,68.1,1.8,11.41,Terminée
MKT-02356,2026-02-13,Client_077,Education,Branding,Meta Ads,854083.0,54611.0,6.39,2303.0,44644.47,5350011.41,0.82,19.39,119.84,93.7,9.0,1.28,Terminée
MKT-02357,2026-06-06,Client_009,Tourisme,Branding,Meta Ads,7302.0,453.0,6.21,46.0,31546.99,27925.8,69.64,685.8,0.89,71.6,12.5,11.03,Optimisation
MKT-02358,2026-01-01,Client_014,Retail,App mobile,TikTok Ads,710325.0,12166.0,1.71,1325.0,41807.97,503126.1,3.44,31.55,12.03,35.7,1.4,3.19,Terminée
MKT-02359,2026-02-21,Client_025,Education,SEO,Google Ads,261668.0,,6.38,363.0,,925687.64,0.48,22.15,115.14,73.9,21.4,1.04,Optimisation
MKT-02360,2026-03-31,Client_081,Retail,Landing page,SEO,299284.0,9125.0,3.05,124.0,524.6,136903.17,0.06,4.23,260.96,63.9,10.6,3.38,Optimisation
MKT-02361,2026-02-04,Client_062,Tourisme,Landing page,Google Ads,501153.0,2092.0,0.42,224.0,29439.44,188618.62,14.07,131.43,6.41,86.7,16.8,0.73,Active
MKT-02362,2026-06-02,Client_036,Tourisme,Branding,Google Ads,769117.0,41261.0,5.36,4226.0,14040.66,8541301.04,0.34,3.32,608.33,35.6,14.4,6.83,Optimisation
MKT-02363,2026-04-28,Client_010,Restaurant,Publicité,LinkedIn Ads,232350.0,1075.0,0.46,95.0,10406.09,325398.0,9.68,109.54,31.27,69.2,27.9,11.45,Terminée
MKT-02364,2026-03-19,Client_025,Restaurant,SEO,SEO,500128.0,2497.0,0.5,338.0,30391.7,1175214.54,12.17,89.92,38.67,73.2,24.2,7.0,Pause
MKT-02365,2026-04-18,Client_036,Finance,Publicité,TikTok Ads,636626.0,42280.0,6.64,4954.0,41800.98,7798736.1,0.99,8.44,186.57,75.0,6.8,5.8,Terminée
MKT-02366,2026-06-15,Client_083,Finance,SEO,Emailing,855299.0,35659.0,4.17,1240.0,40080.74,3280677.8,1.12,32.32,81.85,44.4,24.2,8.1,Active
MKT-02367,2026-01-04,Client_041,Immobilier,SEO,LinkedIn Ads,484359.0,6941.0,1.43,779.0,30371.92,1284140.16,4.38,38.99,42.28,74.6,5.1,3.52,Optimisation
MKT-02368,2026-04-13,Client_045,Finance,Branding,SEO,571852.0,,1.32,222.0,21367.72,70427.24,2.82,96.25,3.3,48.0,8.9,4.1,Pause
MKT-02369,2026-05-29,Client_020,Restaurant,Content,Google Ads,277478.0,7986.0,2.88,919.0,39253.08,3834977.83,4.92,,97.7,82.4,25.7,8.08,Pause
MKT-02370,2026-03-04,Client_070,Restaurant,Branding,Emailing,523859.0,6710.0,1.28,359.0,25109.27,1235712.97,3.74,69.94,49.21,46.9,7.6,6.59,Terminée
MKT-02371,2026-03-01,Client_073,Restaurant,Content,Emailing,529966.0,26434.0,4.99,577.0,39871.46,1245011.27,1.51,69.1,31.23,61.2,24.5,9.73,Terminée
MKT-02372,2026-03-12,Client_044,Education,Branding,Emailing,187472.0,8200.0,4.37,464.0,32178.02,1645335.99,3.92,69.35,51.13,87.8,9.8,6.4,Active
MKT-02373,2026-04-07,Client_065,Education,Publicité,TikTok Ads,23745.0,1808.0,7.62,26.0,11740.92,77279.74,6.49,451.57,6.58,71.4,16.8,4.84,Terminée
MKT-02374,2026-01-07,Client_079,Retail,SEO,Emailing,301581.0,22543.0,7.48,3583.0,2576.44,1960768.87,0.11,0.72,761.04,88.3,24.1,3.38,Terminée
MKT-02375,2026-04-01,Client_031,Tourisme,Content,Emailing,510557.0,27061.0,5.3,2469.0,25313.91,1923291.49,0.94,10.25,75.98,70.2,5.7,1.95,Active
MKT-02376,2026-02-02,Client_017,Education,Landing page,Influence,407201.0,22667.0,5.57,,26574.49,2288041.06,1.17,7.88,86.1,54.6,9.2,3.82,Active
MKT-02377,2026-02-08,Client_003,Restaurant,Publicité,Emailing,255249.0,19988.0,7.83,1128.0,28520.17,2085207.54,1.43,25.28,73.11,80.1,10.0,2.13,Optimisation
MKT-02378,2026-05-01,Client_057,Santé,App mobile,Meta Ads,498401.0,38918.0,7.81,2686.0,37087.18,6507236.17,0.95,13.81,175.46,86.9,24.5,4.23,Optimisation
MKT-02379,2026-04-20,Client_015,Immobilier,App mobile,Google Ads,95948.0,3541.0,3.69,502.0,19448.51,1248715.63,5.49,38.74,64.21,80.4,1.5,11.17,Optimisation
MKT-02380,2026-02-25,Client_068,Education,Content,SEO,202607.0,8975.0,4.43,136.0,27612.12,90006.57,3.08,203.03,3.26,41.4,28.5,5.05,Active
MKT-02381,2026-01-03,Client_069,Finance,SEO,Meta Ads,879674.0,37314.0,4.24,4920.0,1657.75,18653592.41,0.04,0.34,11252.33,43.4,19.7,2.89,Pause
MKT-02382,2026-06-15,Client_011,Immobilier,Branding,Meta Ads,124811.0,2223.0,1.78,25.0,38656.76,76740.39,17.39,1546.27,1.99,50.4,12.8,11.31,Active
MKT-02383,2026-05-18,Client_056,Santé,Landing page,TikTok Ads,217742.0,17997.0,8.27,1437.0,18365.31,3076708.9,1.02,12.78,167.53,53.0,23.2,2.33,Terminée
MKT-02384,2026-02-09,Client_040,Finance,Content,SEO,339380.0,8051.0,2.37,754.0,,209169.89,1.93,20.61,13.46,78.5,18.4,3.48,Pause
MKT-02385,2026-01-13,Client_048,Restaurant,Publicité,TikTok Ads,380968.0,15675.0,4.11,2295.0,1105.49,5122912.5,,0.48,4634.08,52.8,27.1,1.98,Terminée
MKT-02386,2026-01-29,Client_015,Immobilier,Landing page,Influence,491806.0,40987.0,8.33,4724.0,29693.28,4096536.22,0.72,6.29,137.96,64.4,6.1,3.71,Terminée
MKT-02387,2026-01-24,Client_078,Restaurant,Content,Google Ads,692222.0,54492.0,7.87,3931.0,25412.03,9252695.45,0.47,6.46,364.11,65.5,28.5,8.25,Terminée
MKT-02388,2026-05-28,Client_044,Tourisme,Landing page,Emailing,164019.0,3535.0,2.16,306.0,40012.16,660585.9,11.32,130.76,16.51,40.4,26.7,3.42,Optimisation
MKT-02389,2026-01-22,Client_042,Education,Content,Google Ads,421616.0,4014.0,0.95,502.0,16759.7,1702959.02,4.18,33.39,101.61,78.2,13.1,8.03,Optimisation
MKT-02390,2026-01-23,Client_076,Tourisme,App mobile,Meta Ads,610583.0,25905.0,4.24,3677.0,2414.03,1117357.85,0.09,0.66,462.86,91.7,3.7,9.32,Optimisation
MKT-02391,2026-03-23,Client_084,Restaurant,Content,SEO,548944.0,40509.0,7.38,3568.0,39569.03,4331077.07,0.98,11.09,109.46,48.5,18.1,9.94,Active
MKT-02392,2026-05-18,Client_021,Immobilier,Content,SEO,678745.0,32552.0,4.8,1592.0,22045.13,2777517.89,0.68,13.85,125.99,84.8,20.0,6.58,Terminée
MKT-02393,2026-06-26,Client_062,Santé,SEO,Influence,704270.0,17230.0,2.45,583.0,942.37,1363791.63,0.05,1.62,1447.19,37.4,18.2,3.83,Pause
MKT-02394,2026-05-10,Client_087,Tourisme,Landing page,Influence,228589.0,13161.0,5.76,1288.0,19986.12,4603708.7,1.52,15.52,230.35,44.9,4.4,6.49,Terminée
MKT-02395,2026-03-18,Client_067,Retail,Landing page,Meta Ads,596218.0,29152.0,4.89,1681.0,13923.34,4424815.82,0.48,8.28,317.8,89.5,3.3,11.22,Terminée
MKT-02396,2026-04-22,Client_063,Retail,App mobile,Emailing,748104.0,61866.0,8.27,2365.0,6743.22,5598052.33,0.11,2.85,830.17,74.4,29.9,2.12,Optimisation
MKT-02397,2026-03-11,Client_079,Immobilier,SEO,Meta Ads,450748.0,28031.0,6.22,827.0,25985.09,2558782.61,0.93,31.42,98.47,41.0,23.9,10.46,Pause
MKT-02398,2026-05-06,Client_040,Immobilier,Landing page,LinkedIn Ads,357159.0,19359.0,5.42,278.0,43548.26,1134786.05,2.25,156.65,26.06,56.5,16.6,3.56,Pause
MKT-02399,2026-01-13,Client_069,Retail,Publicité,SEO,213379.0,3451.0,1.62,516.0,36307.41,2013413.36,10.52,70.36,55.45,81.2,27.8,6.05,Terminée
MKT-02400,2026-02-14,Client_050,Finance,Publicité,SEO,333930.0,7294.0,2.18,1064.0,3978.18,1034753.85,0.55,3.74,260.11,92.1,2.0,4.17,Terminée
MKT-02401,2026-03-31,Client_027,Immobilier,App mobile,LinkedIn Ads,726824.0,51199.0,7.04,4637.0,38116.67,17714944.57,0.74,8.22,464.76,97.4,5.4,10.78,Pause
MKT-02402,2026-03-12,Client_038,Restaurant,Publicité,Google Ads,18124.0,539.0,2.97,85.0,24200.05,135650.33,44.9,284.71,5.61,78.5,28.6,4.0,Terminée
MKT-02403,2026-02-06,Client_014,Tourisme,Landing page,Meta Ads,116892.0,9005.0,7.7,1061.0,23718.58,3896370.68,2.63,22.35,164.28,86.3,8.9,1.8,Terminée
MKT-02404,2026-05-11,Client_009,Retail,Publicité,SEO,613316.0,7607.0,1.24,1187.0,27132.31,4364157.61,3.57,22.86,160.85,77.5,20.6,7.92,Pause
MKT-02405,2026-04-27,Client_030,Retail,SEO,SEO,642998.0,25563.0,3.98,3176.0,30063.34,10652134.53,1.18,9.47,354.32,82.4,23.4,11.77,Terminée
MKT-02406,2026-06-27,Client_029,Finance,Branding,Influence,800834.0,28266.0,3.53,2405.0,3569.21,2794133.95,0.13,1.48,782.84,40.5,28.9,5.41,Optimisation
MKT-02407,2026-05-27,Client_077,Santé,Branding,SEO,659675.0,5482.0,0.83,133.0,4811.18,243573.12,0.88,36.17,50.63,77.8,13.0,1.69,Terminée
MKT-02408,2026-06-25,Client_072,Santé,SEO,Meta Ads,556155.0,4280.0,,324.0,36772.39,1206762.07,8.59,113.5,32.82,87.3,4.7,5.68,Optimisation
MKT-02409,2026-01-24,Client_008,Finance,SEO,Meta Ads,82917.0,5548.0,6.69,519.0,815.24,1170562.3,0.15,1.57,1435.84,75.3,4.3,6.82,Pause
